tweet_id,author_id,created_at,text,response_tweet_id,in_response_to_tweet_id,intent
233115,171489,Thu Oct 05 11:03:41 +0000 2017,I bought @115850 fire stick in the cash back period of 500 off.... When i will be getting it back on my pay balance?? @AmazonHelp,233114,,
722113,188699,Wed Oct 11 02:05:59 +0000 2017,"@AmazonHelp Explain this. Shipped on a Tuesday but won't deliver till Friday, when originally promised Thursday. It's Prime. Why not 2days https://t.co/XMq4FLuobN",722112,,
1627795,323707,Tue Oct 17 12:50:29 +0000 2017,@AmazonHelp It’s a business address. You know it closes at five.,"1627798,1627799",1627794.0,
2694984,757360,Sun Nov 19 22:50:41 +0000 2017,@AmazonHelp What a surprise. Quarter til 6 am still not out for delivery. Fail.,2694985,2694983.0,
162106,153423,Sat Nov 25 20:21:21 +0000 2017,@AmazonHelp Gestern Abend über Mail :),162107,162105.0,
854329,176366,Fri Oct 20 15:46:47 +0000 2017,@AmazonHelp c’est la troisième fois que je trouve mon colis comme ça vos livreurs sont débiles ou quoi ? https://t.co/ojqIvALN2P,"854327,854331",,
318022,191888,Sat Oct 07 11:54:38 +0000 2017,@AmazonHelp https://t.co/OmUxamTrvz.  Is it because I’m using an iPad?,318024,318021.0,
2308910,669708,Mon Nov 13 03:11:05 +0000 2017,"@AmazonHelp Yep, ""Mau"" is just giving me ""canned answers"". *sighs* In the 13 yrs I've been a customer, this is only my SECOND Customer Service experience and honestly, it's Terrible.",,2308909.0,
345890,198313,Sun Oct 08 03:22:00 +0000 2017,@AmazonHelp I am looking for the following game: https://t.co/PcxEP67pEf,345892,345889.0,
2555213,725594,Thu Nov 16 16:37:52 +0000 2017,@AmazonHelp This is been almost a month i asked for return and then subsequently refund.everything was delays. Not happy at all,,2555211.0,
660395,277303,Thu Nov 23 00:13:58 +0000 2017,"@AmazonHelp Okay, will do",,660394.0,
419005,214942,Tue Oct 10 05:12:39 +0000 2017,@AmazonHelp So what ..If I don't like the product then?? I can do the same with other e-commerce and shop as well #BadPolicies #Amazon,419007,419003.0,
1565019,483179,Tue Oct 17 15:12:10 +0000 2017,"@AmazonHelp Tout à l'air bien ce matin... mais pendant 2 jours le site était vraiment 
étrange... Merci d'avoir répondu!",1565021,1565018.0,
2598512,735679,Fri Nov 17 05:51:14 +0000 2017,@AmazonHelp It says AMZL US,2598515,2598510.0,
2437240,699162,Sun Oct 29 15:43:53 +0000 2017,@AmazonHelp La talla del fabricante de la 39 es una 6UK pero en la web no queda claro.,,2437239.0,
135029,146424,Fri Nov 24 09:19:18 +0000 2017,@AmazonHelp Tickets go on sale in ten mins and you are showing the wrong date,135031,135028.0,
2453602,458016,Sun Oct 29 18:48:59 +0000 2017,"@AmazonHelp  order 114-1236224-5262618
Please re-deliver the 1st item as it missed the delivery.",2453601,,
280192,182778,Fri Oct 06 09:32:09 +0000 2017,@182777 @115850 @AmazonHelp @117176 What happened?,280191,280193.0,
752969,299947,Wed Oct 11 14:35:56 +0000 2017,@AmazonHelp I've never bought anything on Amazon Prime.,,752968.0,
1206946,325962,Wed Oct 25 08:51:40 +0000 2017,@AmazonHelp Product arrives late and with defect. Customer service sends noone despite of launching complqint,1206943,1206947.0,
1993256,589895,Wed Oct 18 19:17:26 +0000 2017,@AmazonHelp Haha non rien que vous puissiez faire. Juste que je n'aurai pas mon colis demain mais plus tard malheureusement. Mais merci,1993255,1993257.0,
1783484,535857,Tue Oct 17 23:28:21 +0000 2017,@115850 @118702 Your cust srvc tells me that there is no cash back offer on my order. They called me a liar. Order number: 171-5714352-0245145 @AmazonHelp,"1786537,1786538,1786539",1783483.0,
1200803,402146,Mon Oct 16 04:52:30 +0000 2017,"@AmazonHelp やはり難しいようです。丁寧に回答していただき有難うございました…
大人しくカスタマーサービスからの回答待たせてもらいます。 https://t.co/oVNhQ7r1fb",1200804,1200802.0,
1775022,533429,Wed Nov 08 04:23:45 +0000 2017,@AmazonHelp @115821 why is your order alwys lte. Lst time s wel I tweeted only bcz of ur late dlry this time as well &amp; c how u tke feedback https://t.co/tVQKjQi1Qi,1775021,,
86089,134794,Thu Nov 30 14:18:05 +0000 2017,"@AmazonHelp Hi, is this completely out of stock now? I was going to order it to come tomorrow, but it now says its unavailable on the app. https://t.co/mfDaoZpdnO",86087,,
2301906,214639,Sun Nov 12 18:17:54 +0000 2017,@AmazonHelp Thanks .. hope they resolve it.,,2301905.0,
536562,244324,Sat Dec 02 13:17:41 +0000 2017,"Bonjour @AmazonHelp, Dites j'attends depuis le 19 novembre un remboursement dont vous avez reçu le produit. Chaque jour on me dit que cela sera fait aujourd'hui. La satisfaction client n'est plus votre priorité pour Noël ?",536561,,
2601403,736319,Fri Nov 17 08:07:32 +0000 2017,@AmazonHelp And amazon initially returned $17 and charged me a restocking fee ... so you see why I am upset???,,2601402.0,
2456096,703559,Wed Nov 15 07:17:43 +0000 2017,@AmazonHelp My registered email to u is __email__ can access there.,2456109,2456094.0,
948444,344924,Mon Oct 30 22:30:14 +0000 2017,@116090 @AmazonHelp Then they failed repeatedly to get my postal code into a zip code slot &amp; to CLUE in that it is a Canadian cust.1st rep also disconnected me,948443,948445.0,
1676548,201213,Tue Oct 17 14:56:15 +0000 2017,"@AmazonHelp @115850  Where is my cashback???????????of ordr no. 402-7250695-6490769 ,I am extremely disappointed with ur pathetic service.","1676547,1676549",,
2289159,665042,Sun Nov 12 07:16:17 +0000 2017,"@AmazonHelp Yes, 11/12.",2289160,2289158.0,
2719470,763166,Mon Nov 20 08:01:41 +0000 2017,@AmazonHelp @115850 pls help i have placed an order but still i have not received any order no on my no or on email pls help asap.,2719468,,
1688629,171992,Mon Nov 06 20:21:24 +0000 2017,"@AmazonHelp 2nd. Using voice remote to access video. Ask for Homeland it takes me to Netflix, which I have. Ask for Blue Bloods, takes me to Hulu.",,1688627.0,
374157,204704,Mon Oct 09 01:25:36 +0000 2017,@AmazonHelp May try the voice training,374160,374156.0,
438844,183363,Wed Oct 18 12:56:07 +0000 2017,"@AmazonHelp Why all Amazon Sirs/Madams are silent, or are you innovating further tactics to torture and harass the client. Do Amazon run an academy where Client Harassment is taught. Do you @115821  @115850 @4030  @118702  @4167 @4110 @4168 also have similar academy.",,438841.0,
38837,124473,Wed Nov 01 14:50:55 +0000 2017,"@AmazonHelp No, just said ""running behind"". All our ordered food has been vegan, worst has been soft ice cream but people ordering meat could get sick.",,38836.0,
1725365,495754,Sun Oct 29 16:27:57 +0000 2017,@AmazonHelp Thanks again! That’s a great news !! Can I go for a patent file in this idea !? Pls advise @115821 @115850 @118919,2436850,1725364.0,
2254550,656708,Fri Nov 10 23:09:01 +0000 2017,@AmazonHelp It was supposed to be delivered yesterday evening - amazon “prime” - didnt arrive. Called customer services “they couldn’t find your door can you give instructions” “walk in the door to the building. Find the flat door - the numbers are on the doors” “ok it’ll definitely be tmrw”,2254549,2254551.0,
1516110,471755,Fri Nov 03 20:00:01 +0000 2017,@AmazonHelp Thanks. It’s been resolved now &amp;my album is on its way. Thanks for such a speedy response. 👍🏼,1516111,1516109.0,
1193415,400431,Wed Oct 25 01:26:02 +0000 2017,"@AmazonHelp broadly, the inability to choose a reliable carrier and instead having to use amazon logistics which is filled with hiccups is frustrating",1193416,1193414.0,
529056,242503,Sun Dec 03 06:04:44 +0000 2017,@AmazonHelp #Amazonindia #cheaters #JEFFBEZOS one thing I will make sure that u get a negative publicity by taking away your customers money,529057,529054.0,
781200,210971,Thu Oct 12 06:03:25 +0000 2017,@AmazonHelp I am yet to receive the cashback for AmazonPay which I had loaded a week back and used as well. Haven't heard from CS Ankit yet,"781198,781201,781202",,
786771,299209,Thu Oct 12 09:58:41 +0000 2017,"@AmazonHelp Ok will do,hope it gets dispatched during the day",,786770.0,
430600,217401,Tue Oct 10 15:16:04 +0000 2017,@AmazonHelp yeah sure. ^_^,,430599.0,
979374,119245,Sun Oct 22 05:42:27 +0000 2017,@AmazonHelp ¡Ya quisiera yo! Las cosas que estoy comprando son para llevar a Puerto Rico post huracán María para mi madre. No hay electricidad. 😭,,979373.0,
657937,273032,Thu Nov 23 01:38:02 +0000 2017,@276626 @AmazonHelp 😊😊,,657936.0,
277188,182224,Sat Oct 14 15:31:31 +0000 2017,@AmazonHelp where is your chat function? https://t.co/KVYgr9g1Dk,277189,277187.0,
2538974,722085,Fri Nov 17 04:54:32 +0000 2017,@AmazonHelp @115851 pls read and act on the tweeter responses. Everything is highligted and i have already written the issues here. I am fed up and exhausted. @115821,2538975,2538973.0,
1573506,484990,Sat Nov 04 14:42:57 +0000 2017,@484989 @AmazonHelp It's second gen.  They stopped making the 1st gen over a year ago.,,1573503.0,
198683,162744,Wed Oct 04 22:39:28 +0000 2017,"@AmazonHelp Customer service said it wouldn't happen again after the first time, but it happened just a few days ago. Not sure how you think using my",198685,198680.0,
1553249,344052,Sat Nov 04 17:17:06 +0000 2017,"@AmazonHelp the 3rd, it is showing now as the 9th...",1553251,1553248.0,
80674,133896,Fri Dec 01 12:40:41 +0000 2017,"@AmazonHelp Il y a qd même un gros problème avec Chronopost de manière générale car sur les sms et mails ils donnent la possibilité de modifier le créneau (encore sur le sms ce matin, j'avais jusque 9.30!) mais impossible de le faire !",80676,80673.0,
1429418,452003,Thu Nov 02 07:17:31 +0000 2017,@AmazonHelp おー、返信ありがとうございます！参考にします！,1429420,1429417.0,
1457304,458239,Thu Nov 02 20:24:40 +0000 2017,"@AmazonHelp Well that’s great, apart from not helping at all.",,1457303.0,
649698,274437,Wed Nov 22 21:11:16 +0000 2017,@AmazonHelp It is saying it has been delivered at my back door or porch which I have neither. I've asked neighbours and they've not taken it in either. I've spoke to customer services and they've processed a refund,,649697.0,
694356,285580,Fri Nov 24 04:33:32 +0000 2017,@AmazonHelp I have got the refund thanks ☺️,,694355.0,
1290380,421765,Thu Oct 26 20:20:57 +0000 2017,"@AmazonHelp No one helped, just blabbed lots of bad English and kept apologizing.",1290379,1290381.0,
1246859,412530,Thu Oct 26 01:12:49 +0000 2017,"@AmazonHelp 2/CS said driver attempted delivery, but I’ve been home all evening with no doorbell or knock. CS insisted I was wrong.",,1246857.0,
64067,130707,Thu Nov 30 08:12:44 +0000 2017,@AmazonHelp Right. I’ve been through this over and over again via chat and phone customer service agents. Nothing changes and I never have my actual issue solved; which is how Amazon handles problems. That support system isn’t designed to help beyond apologizing and issuing credits.,"64065,64068",64069.0,
286281,184201,Sat Oct 07 14:44:39 +0000 2017,@AmazonHelp i hv provided all d details. Wen shld i expect ur call. Dnt u think 12 hrs is a way too much for a response.,286283,286280.0,
585646,258276,Sun Dec 03 15:16:01 +0000 2017,@AmazonHelp Thanks for relying. It says it's still in Philly. It's been there since yesterday. The delivery is now scheduled from Dec. 3-5. I may have to call customer service to push back my delivery. I need to be home to receive those packages 😕,585648,585645.0,
206056,164798,Mon Nov 06 13:35:36 +0000 2017,"@AmazonHelp Thanks KM, appreciate it!",,206055.0,
179113,158234,Wed Oct 04 10:50:13 +0000 2017,@AmazonHelp Sure. Thank you so much :),179114,179112.0,
416663,214403,Mon Sep 25 18:37:18 +0000 2017,@AmazonHelp You've already given me the refund. I didn't realize put 2 &amp; 2 together and realize AMZL was your own logistics. That's 2 orders you've lost,416661,416665.0,
651648,274961,Sat Nov 11 18:35:46 +0000 2017,@AmazonHelp je ne peux pas me connecter a ce lien : car des que je me connecte je tombre sur la meme boite de dialogue demandant la CB. Y a t il un n° de tel ou uemail pour le support ? merci,651649,651647.0,
779928,306231,Thu Oct 12 05:39:32 +0000 2017,@AmazonHelp Yes..with the same delivery address and reseller..informed ur customer care..who acknowledged availability but expressed helplessness...,"779930,779931,779932,779933",779927.0,
1213309,122923,Fri Oct 27 09:33:34 +0000 2017,@AmazonHelp Danke und ebenso :),,1213308.0,
543840,240102,Sat Dec 02 19:42:09 +0000 2017,@AmazonHelp I haven’t got the email notification for that refund but thanks,543841,543839.0,
297919,186973,Sat Oct 07 06:10:00 +0000 2017,@AmazonHelp Wait for your response.!,"297921,297922",297918.0,
1113860,382878,Tue Oct 24 02:41:29 +0000 2017,@115850 @AmazonHelp unable to delete card via Manage Payment Methods page. Is the issue brought to notice already? #CardManagement #Amazon,1113859,,
1741810,207103,Tue Nov 07 18:09:05 +0000 2017,"@AmazonHelp I have told you the issue I am facing, not only I many are facing the same issue.","1741812,1741813",1741809.0,
1894062,564623,Sun Nov 26 09:29:56 +0000 2017,@AmazonHelp I tried calling today. The call gets disconnected everytime saying no order details found. Have dropped an email though. I am such a big fan of @115850 but this is such a let down 😔😔,"1894064,1894065",1894061.0,
1700044,512749,Mon Nov 06 20:57:39 +0000 2017,"@AmazonHelp I called back today and wasn't given amy explaination, just ""click end chat and someone will contact you""",1700042,1700046.0,
887908,330827,Fri Oct 13 17:31:57 +0000 2017,@AmazonHelp If my Prime was cancelled will my purchase history be preserved when I restart it or it it a blank slate?,887907,,
977762,351898,Sat Oct 14 08:16:13 +0000 2017,"@AmazonHelp Just cannot seem to resolve an issue with a return - 5 days, 12+ calls and probably 6 hours on phone later still don’t think fixed",977764,977761.0,
2355300,680450,Fri Nov 24 06:23:41 +0000 2017,@AmazonHelp When are you going to release this £1?! There was no need for you to hold it in the first place and it is the principle!!!,,2355298.0,
2236268,280741,Fri Nov 10 18:37:18 +0000 2017,@AmazonHelp Problèmé lié à Adblock,2236267,2236269.0,
1395603,444537,Sat Oct 28 14:39:22 +0000 2017,@AmazonHelp My simple querry is MRP printed on pruduct is 1199. Then how come? You are selling it for 1399. Your conditions given on the link,1395605,1395600.0,
527729,242158,Sun Dec 03 13:43:50 +0000 2017,@AmazonHelp Et ne mettez pas un champ Téléphone dans votre formulaire qui est obligatoire quand personne de chez vous nous rappelle.,,527727.0,
2692729,270228,Sun Nov 19 17:21:19 +0000 2017,"@AmazonHelp I have tried to cancel Amazon Prime through customer services but this was unsuccessful, as they could not discuss it with me as I didn't know the email. They have told me to contact my bank, and my bank has raised a Visa dispute, and have told me to inform you of this action.",2692731,2692727.0,
2383347,687029,Tue Nov 14 07:41:53 +0000 2017,@AmazonHelp No worries Amazon :),,2383346.0,
264659,179061,Tue Oct 10 07:08:29 +0000 2017,@AmazonHelp 12/10/16,264661,264658.0,
254029,176383,Thu Oct 05 18:40:01 +0000 2017,"@AmazonHelp I thought it was same form by sign in screen, sorry.  I have done it now. Thanks",254031,254028.0,
1100540,379651,Sun Nov 26 20:08:35 +0000 2017,"@AmazonHelp Yes, I got an email minutes after the phonecall. It also said ""Please allow up to 24hrs to investigate this"". I want someone to speak to me as promised to give me an update!",1100541,1100539.0,
1385702,442457,Sat Oct 28 09:56:30 +0000 2017,@AmazonHelp I have cancelled. So does it matter?,"1385703,1385704",1385700.0,
963221,348583,Sat Oct 21 22:35:12 +0000 2017,@AmazonHelp kindle version 4.1.2 have WiFi but can’t download latest update.  Can’t shop.  can’t trans update laptop-kindle,963217,,
863828,325142,Fri Oct 20 17:40:59 +0000 2017,"@AmazonHelp Die Sendung, die übrigens für heute garantiert war, steht aber leider nicht in Zustellung",863830,863827.0,
1710640,518223,Tue Oct 17 17:56:22 +0000 2017,@AmazonHelp Thank you. It took them too long to disable my account.,,1710638.0,
1248267,412871,Tue Oct 31 14:46:14 +0000 2017,@AmazonHelp Can you please give me some information why my package is delayed? It was supposed to be here yesterday now it’s say by Nov. 4,1248268,1248265.0,
1555488,481022,Sat Nov 04 13:20:00 +0000 2017,"@AmazonHelp In the month of July my mobile screen got damaged while traveling to office and then I logged the complaint at your customer service,","1555490,1555491",1555487.0,
2372404,684467,Tue Nov 14 00:44:52 +0000 2017,@AmazonHelp Shows due tomorrow,2372406,2372403.0,
1953370,579937,Thu Nov 16 12:27:24 +0000 2017,"@AmazonHelp This is there reply, they arent frozen funds https://t.co/qdVGjHxf5n",,1953369.0,
1557702,481486,Sun Nov 05 14:49:15 +0000 2017,"@AmazonHelp bah via le chat, il dise qu'il y a aucun lien entre le faite qu'une expédition avant se faisait le même jour que la commande",1557704,1557701.0,
1464248,459863,Mon Oct 16 19:33:39 +0000 2017,"@AmazonHelp adding 3 books for £10 to my basket but the promotion isn't being applied, can you help please?",1464247,,
295885,186466,Fri Oct 06 19:07:05 +0000 2017,@AmazonHelp So I take it I will be getting refunded for the next day delivery ? https://t.co/luDW7smzkt,295887,295884.0,
1028196,363317,Sat Oct 14 18:45:38 +0000 2017,"@AmazonHelp Okay, for that VAT, stuff, That is fine, does come to £24.10... But the fact that you advertise FREE Delivery without making that default...",,1028193.0,
2414455,694010,Tue Nov 14 18:03:26 +0000 2017,"@AmazonHelp Muchas gracias por la ayuda, si sigo sin noticias, contacto con el servicio al cliente.",2414456,2414454.0,
2300777,667759,Sun Nov 12 17:25:37 +0000 2017,@AmazonHelp Yeah I was supposed to get two things today but I only got one package,2300774,2300781.0,
644758,273031,Wed Nov 22 18:31:44 +0000 2017,@AmazonHelp J’ai reçu des sms de chronopost..,644760,644757.0,
641702,272297,Wed Nov 22 20:58:49 +0000 2017,@AmazonHelp I found an article online stating there were problems on the website. But wanted to confirm.,641703,641700.0,
125288,144096,Fri Nov 24 02:23:55 +0000 2017,"@AmazonHelp Eu já falei com vocês sobre a HQ que veio com páginas rasgadas e sem plástico. Mas, como demorou quinze dias para chegar, e eu precisava para um trabalho,  não tinha como eu devolver. Ela chegou na quarta e a apresentação era na sexta. Atrasou meu trabalho e ainda veio rasurada.",125335,125287.0,
989847,197667,Sat Nov 25 10:16:18 +0000 2017,@AmazonHelp Would u mind to update me on this. Do u wish to refund my money or u would like to add it in ur profit?,989845,989851.0,
538607,163994,Sat Dec 02 13:12:50 +0000 2017,Everything I’ve ordered in the last week has taken more than 4 days to get here.  Some more than 7.  Everything ordered from my prime account that I pay extra for each year.  This is not acceptable. @AmazonHelp,538605,,
2644128,746058,Tue Oct 31 04:08:15 +0000 2017,@AmazonHelp I've already spoken to a customer service rep. You need to fix #AmazonFresh because it is broken!,,2644127.0,
63811,130666,Thu Nov 30 08:14:58 +0000 2017,"@115821 @AmazonHelp Thankyou very much sir, for ur concern about my problem. As you mailed me for my account details i linked it with my account. Please have a look and talk to ur investigation and bank team to make my refund process fast.","63809,63817",,
1673670,509283,Mon Nov 06 17:15:00 +0000 2017,"@AmazonHelp I have emailed you about and called you, zero resolution, jut cluelessness ""but it was supposed to be delivered""",,1673667.0,
2567005,728173,Thu Nov 16 19:12:26 +0000 2017,"@AmazonHelp trying to set up my Mother’s Amazon Fire Stick. Brand new TV, how can we fix this? https://t.co/6FhyczmFYV",2567003,,
1186506,399000,Tue Oct 24 23:32:14 +0000 2017,@AmazonHelp Why are all items with 2 business day prime shipping showing as delivery on 10/31 if ordered today? That’s 5 business days.,"1186504,1186516",,
486738,227782,Fri Dec 01 15:36:00 +0000 2017,I remember when Amazon Prime used to mean next day delivery @AmazonHelp https://t.co/k26e1dzBkd,486737,,
2240648,653281,Mon Nov 27 15:38:57 +0000 2017,"@AmazonHelp Still waiting for a reply from you.... ( No rush.  I've waited over a year to receive my item and you are still delaying  So, I'm fairly patient. )",,2240647.0,
970281,350255,Sun Oct 22 07:48:43 +0000 2017,@AmazonHelp #Amazon_Prime is a scam.,,970279.0,
130357,145395,Mon Nov 27 15:45:25 +0000 2017,"@AmazonHelp @115830 @115851 Waiting for your valuable revert on this. Requesting you kindly take this as priority. 
Thanks in advance.",,130356.0,
1460534,421899,Thu Nov 02 21:19:53 +0000 2017,Toujours en train d'attendre le livreur d'amazon.. poke @AmazonHelp,"1460532,1460536",,
1387712,442883,Sat Oct 28 10:27:58 +0000 2017,@AmazonHelp Je vous ai envoyé un DM.,,1387709.0,
1936604,576157,Wed Oct 18 15:25:42 +0000 2017,"Hey @AmazonHelp I saw I guy hurling packages over fences yesterday - Bill Kennedy near I-20, ATL - QA/QC much? https://t.co/sSkAuH2J49 https://t.co/r6iZvhlzK6",1936602,,
2511628,715857,Tue Nov 28 01:12:08 +0000 2017,@AmazonHelp We have 1 Amazon fire running a video shot on an iPhone in our store...we want to set up 6 more but we are having trouble loading the videos onto one other  fire we own...so before we buy more we want to make sure it is doable. We have trouble shot all your suggestions ....,2511629,2511627.0,
2543913,382602,Thu Nov 16 14:04:10 +0000 2017,"@AmazonHelp Not sure if I have recently. I have to on a semi regular basis, as it stops loading apps or content and freezes. 

I'll try it today and see if the issue continues.",2543914,2543912.0,
784763,158235,Thu Oct 12 08:23:29 +0000 2017,@AmazonHelp yup talking to them only,,784762.0,
2028491,599867,Thu Oct 19 06:35:58 +0000 2017,@AmazonHelp Please read whole story and provide solution @AmazonHelp @115850 https://t.co/zE0sRIlRps,"2028493,2028494",2028490.0,
2043380,604264,Thu Oct 19 00:00:13 +0000 2017,"@AmazonHelp No you didn’t, you told me there was nothing you could do without an ID with current address or my old phone #.",,2043379.0,
1104334,274954,Tue Oct 31 11:22:42 +0000 2017,"@AmazonHelp Link not working, please share an alternate mean to do so...",,651595.0,
1209850,404006,Wed Oct 25 11:52:15 +0000 2017,@AmazonHelp Where do I find the option for replacement? And the company is called Best Fancy Dress 🙄,1209851,1209849.0,
1217528,405692,Wed Oct 25 15:57:48 +0000 2017,"@AmazonHelp Canada. Delivery is to Toronto, ON.",1217530,1217527.0,
235167,172003,Thu Oct 05 13:28:28 +0000 2017,@AmazonHelp didn't receive the product yet,235165,,
280207,182724,Fri Oct 06 10:06:40 +0000 2017,"@AmazonHelp You're promising fake services, no satisfaction, the statement will be sorted within 24-48 hours . Tired of this #Sasikala #ICAN #Notoamazon",,280205.0,
287336,177530,Sun Oct 15 13:53:17 +0000 2017,"@AmazonHelp @4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 @115830 @115850 Dear Amazon,
Why are you scared of my review? :O
Stop this scam of selling faulty e-products.
#ScamAtAmazon
#Day57",287337,287335.0,
86175,134813,Thu Nov 30 14:36:52 +0000 2017,@AmazonHelp i have ordered using amazon pay balance for first time and cash back of 20%is not credidted to account since 15days,86177,86174.0,
779582,306174,Thu Oct 12 17:30:13 +0000 2017,@AmazonHelp It's been 12 hours. No pickup. No call back. Maybe Amazon doesn't wanna give me a refund. #amazondupe Amazon customer service sucks!,779583,779581.0,
18964,120229,Wed Nov 01 06:10:16 +0000 2017,@AmazonHelp Then how should I reach you for assistance,18966,18963.0,
1363541,437492,Tue Oct 17 11:13:28 +0000 2017,@AmazonHelp Hope you have product with you and not just doing Natak of delivery as no one is willing to talk on phone,"1363543,1363544",1363540.0,
487720,231090,Fri Dec 01 16:07:25 +0000 2017,"@AmazonHelp I was on the phone with Breeana but package was apparently in no mans land.  Order #114-0545706-2482611.
Had I know I would have ordered from manufacturer",487722,487719.0,
1135048,387413,Fri Nov 03 15:45:20 +0000 2017,"@AmazonHelp Pues mil gracias, ha sido todo un detalle 😆",1135047,1135049.0,
786514,307625,Thu Oct 12 09:48:48 +0000 2017,@AmazonHelp Via e-mail to which they told me I don't have Amazon account so they can't respond to me. After previously respondin to me on the same email,786515,786513.0,
1843592,552388,Sun Nov 26 07:46:16 +0000 2017,@AmazonHelp We have been trying to contact amazon customer service but it says your account has been blocked. We are unable to connect to your team. We have some order issue. This type of inconvenience was not expected from Amazon. I'm a proud customer of Amazon but I'm really disappointed.,,1843590.0,
665365,278547,Fri Dec 01 01:13:48 +0000 2017,@AmazonHelp Is there a way to track something that was purchased off my wish list?,665364,,
2141383,629693,Wed Nov 08 22:21:38 +0000 2017,"@AmazonHelp Bonsoir, tentative de livraison effectuée alors que j'étais sur place et impossible de renouveler une demande de livraison même en connaissant le transport (amazon logistics) comment faire ?",2141382,,
283557,183548,Fri Oct 06 13:04:37 +0000 2017,@AmazonHelp It just says Amazon Shipping? It says that it’s out for delivery and had an email saying I will receive it today. Can I DM you the order #,283559,283556.0,
2344021,677895,Mon Nov 13 14:23:14 +0000 2017,"@AmazonHelp Can two fire sticks be used in the same room, or will the remotes control any unit?",2344020,,
1181645,397889,Mon Oct 16 00:10:42 +0000 2017,"@AmazonHelp Took 25 minutes to get to Seller Support, then they try to tell me I have to set up a new account, which is clearly wrong.",,1181642.0,
2431232,697879,Tue Nov 14 20:36:20 +0000 2017,"@120533 @AmazonHelp quand je veux commander ,ça annule mes commande et en mail il me dise d'envoyer des info sur la carte bancaire alors que j'ai payer par chèque cadeau j'ai expliqué ça par mail mais je reçois de nouveau celui qui me demande les info bancaire @115821",2431230,,
657980,276632,Wed Nov 22 23:31:46 +0000 2017,@AmazonHelp Muchas gracias!,,657979.0,
728128,294425,Fri Apr 21 04:29:09 +0000 2017,".@119625 @15654 Why is the 3rd Season of Bosch  not yet available in India ? 😠👿😭

@119625 @116618 @15654 @AmazonHelp",728127,728129.0,
